Customer ID,Name,Email,Phone Number,Address,City,State,Zip Code,Country,Date of Birth,Account Created,Last Login,Total Purchases,Total Spend,Customer Satisfaction,Preferred Contact Method,Subscription Status,Loyalty Program Member,Loyalty Points
f8f51f7b-c7cb-45f0-98e1-07d3d1b2fa53,Teresa Mcgee,reesechristian@cannon.com,427-994-5668,"200 Rose Key Suite 609
Katrinachester, CA 81841",West Jean,Nevada,61204,Poland,1960-01-14,2020-08-20,2024-02-05,43,4634,Neutral,In-Person,Cancelled,No,298
7d0ae7e3-c970-4bac-a175-6825c63d25cf,Regina Wagner,murphyjohn@yahoo.com,362.095.2967,"12151 James Points
Williamstown, MS 96618",Herreratown,Ohio,07393,Switzerland,1948-02-25,2015-10-05,2024-04-08,53,6823,Very Satisfied,Email,Inactive,Yes,2617
c7d2af7a-201b-4f0f-b849-9e18db226fcb,Mr. Eric Bass,terri45@wright.com,929-626-2307x99232,"5535 Jaime Curve
Lake Martinstad, AL 93525",North Markchester,New York,20607,Australia,2000-12-13,2023-03-08,2023-12-04,60,6455,Neutral,Text,Inactive,No,2112
fbaea262-f1a7-4f83-b2da-e835f6e20442,Brian Rice,rhouse@hotmail.com,712-907-5903x34489,"38793 Obrien Dale
Obrienshire, IA 35199",Lewisport,West Virginia,76524,Martinique,1989-06-22,2022-11-18,2024-06-04,79,434,Neutral,Text,Inactive,Yes,2325
61b8780b-5ec9-4eae-8608-d34e93cd47b1,Nathan Vasquez,eroy@moody-green.org,044-344-3435,"USNS Williams
FPO AE 39551",Kathleenfurt,Maine,39980,United States Virgin Islands,1999-09-18,2016-10-07,2024-05-08,30,2284,Neutral,Phone,Inactive,Yes,2107
84519cdd-fe09-4ba3-a5a3-d0ac96206b9e,Ashley Contreras,tayloremily@hotmail.com,001-693-370-2701,"073 Jones Pike
Port Erinmouth, ME 98226",Port Raymondfurt,Montana,67928,Iraq,1994-01-03,2017-05-22,2024-02-14,96,4887,Very Satisfied,Email,Inactive,No,4504
477b7a4d-3383-4378-b1de-935a134ae9cf,James Webb,tbrown@nguyen-shaw.org,011.593.9530x9297,"0939 Brown Garden Suite 288
Mitchellmouth, CT 43411",Lake Michele,Wisconsin,93740,Suriname,2001-03-21,2023-09-09,2024-05-06,14,1382,Neutral,Phone,Cancelled,No,4081
072d847b-99b4-419f-a5a0-f083ccdfef0b,James Warren,william64@yahoo.com,001-273-329-8221x5520,"9356 Acosta Mission
New Markton, IA 74751",Alexanderton,Kentucky,62542,Lebanon,1948-05-30,2021-12-28,2024-07-02,80,7747,Very Dissatisfied,Text,Cancelled,No,1947
8ed02efc-579a-497a-a711-a9148660149d,Gina Howard,alicia54@gmail.com,+1-334-012-0991x292,"423 Smith Crescent
Angelamouth, UT 11488",West Michael,New Hampshire,51142,Maldives,1957-01-11,2014-12-11,2023-10-18,2,7391,Satisfied,Phone,Cancelled,No,4973
068ba4e6-dadb-4850-a39a-2bd5a9d34ae9,Steven Gutierrez,tammybradford@johnson-zhang.net,001-154-458-7229,"921 Garcia Mill Apt. 491
New Brian, AZ 95289",Gonzalezside,Maine,21097,Greenland,1974-12-15,2019-06-02,2023-10-28,95,2835,Very Dissatisfied,In-Person,Active,No,3032
a46cd3f5-89a8-488e-8fc6-7169814c10a8,Thomas Coleman,karenjohnson@smith.biz,+1-939-071-4109x40885,"PSC 1109, Box 0708
APO AA 09451",Robertton,Kentucky,77914,Italy,2003-06-12,2014-09-01,2024-01-26,60,9588,Dissatisfied,Text,Inactive,Yes,3794
d14d6a46-738b-4f24-981d-73b391ede7e9,Patrick Carlson,reyesmiranda@yahoo.com,(784)118-6322x98257,"38504 Smith Burgs
Jamesburgh, HI 48105",Jenniferburgh,Massachusetts,72365,Singapore,1992-01-25,2024-04-12,2023-09-03,65,9508,Dissatisfied,In-Person,Active,No,3844
fa082cb8-b68b-4199-8eae-2ce7b77f943d,Michael Hayes,pyoung@gallagher.biz,(480)774-3206,"182 Jennifer Knoll
West Joseph, MI 16503",Torreshaven,Wyoming,36993,Dominican Republic,1966-05-02,2022-06-21,2023-09-12,63,4981,Neutral,Phone,Inactive,No,1449
327381d5-1170-409c-9fe9-5610f7694843,Kimberly Nelson,laurapeterson@hotmail.com,989-336-4248x5321,"65831 Graves Locks Apt. 819
Debrachester, ND 89560",Friedmantown,Indiana,96749,British Virgin Islands,1993-03-21,2021-11-24,2024-05-03,48,3436,Satisfied,Email,Active,Yes,4314
8084a2b1-2d57-4f52-9582-17d8b17662c1,Lawrence Schwartz,stephen45@yahoo.com,001-518-860-0413x26511,"368 Beth Cape
Lake Andrew, CO 72176",Newtonmouth,Maine,07470,Tajikistan,1971-07-25,2021-08-06,2024-04-12,78,1793,Satisfied,Text,Inactive,Yes,2128
2e4257a8-52c9-41d9-9949-cdedd8620e7a,Mark Johnson,christineperry@gonzales-johnson.com,790-837-7104,"1342 Brittney Canyon Apt. 920
Nathanton, AR 64452",Port Austinport,Kentucky,40599,Indonesia,1968-09-12,2021-01-10,2024-02-12,23,4380,Neutral,Email,Cancelled,No,3201
ff8d26de-f3bd-4619-931c-f91e321ccf9b,Calvin Clark Jr.,adamfarrell@gmail.com,(773)627-8144,"339 Deborah Valley
Chelseabury, NJ 34187",Matthewtown,Massachusetts,54294,Saint Vincent and the Grenadines,1986-02-10,2018-03-26,2024-04-20,95,8337,Satisfied,Email,Active,Yes,4962
228c127d-fb22-4cd4-9b9f-23b2d16f12f8,Ricky Paul,austinwhite@powell-jones.biz,+1-533-097-2097,"0447 Robert Way Apt. 298
Williamsstad, RI 02914",Huynhbury,Kentucky,16962,Saint Barthelemy,1955-02-14,2018-11-15,2024-04-24,33,8035,Very Satisfied,Text,Cancelled,Yes,209
330fb79c-0c63-4102-9a45-21a691d54235,Cody Garcia,bradleymartin@yahoo.com,(121)502-0273,"962 Pratt Bypass
Whitebury, AR 83497",Barryfort,Texas,19726,Congo,1953-04-10,2021-04-10,2024-01-20,99,5428,Very Satisfied,Phone,Active,No,163
187a614d-6ad5-4977-b7c3-53fe3653fc38,Kimberly Alvarez,adamsclifford@best.net,(617)742-6186,"481 Morgan Well
Solisport, MN 13733",Lake Keithton,Indiana,91180,Saint Martin,1982-09-08,2016-05-06,2023-11-04,69,1864,Dissatisfied,Email,Inactive,No,919
bd0a7a60-fe2e-4a48-a179-0c4ca40fcd87,Amber Wright,katelyn33@valenzuela.com,001-908-097-2954x08140,"9481 Fisher Garden Suite 503
Timothyhaven, RI 65531",Port Michael,Maine,83761,Thailand,1977-01-25,2016-02-09,2023-11-11,18,2551,Satisfied,In-Person,Inactive,No,1937
83646c72-b04b-488d-9753-6d2587fd6921,Shane Schmidt,fordheather@yahoo.com,439.028.9137x764,"58651 Miller Canyon Apt. 839
Port Connie, TX 81644",West Julia,Connecticut,44040,Mexico,1988-12-05,2020-10-16,2023-12-27,43,832,Dissatisfied,In-Person,Active,No,3808
ef9b94df-1ae6-4d60-ab27-007c017a34ed,Dr. Gina Jordan,nicole38@frye.com,582-991-7681,"544 Meyers Crest Apt. 764
East Angelabury, AL 91401",Guzmanberg,Kentucky,15214,Saint Kitts and Nevis,1997-04-16,2016-04-12,2023-10-13,40,8930,Dissatisfied,Phone,Cancelled,No,2180
529c7581-8b5d-4a93-80da-e1fe2fd7cdf1,Karen Haynes,ebell@houston.info,360.054.1438x626,"258 Clark Cliffs
Amymouth, MI 47416",Thompsonfort,Oklahoma,15909,Nicaragua,1983-02-09,2014-09-22,2023-11-27,23,5633,Dissatisfied,Email,Active,No,83
f5349f82-00bb-41b6-b8c9-fa064b2335fd,Breanna Marquez,kowens@yahoo.com,001-581-506-0638x1915,"256 Ryan Manor
West Sabrinafort, MN 91770",Nathanchester,Louisiana,25486,Comoros,2006-06-01,2021-05-13,2024-03-24,8,589,Dissatisfied,In-Person,Active,No,396
a04ba9e5-3479-48f5-83c5-361207e29471,Bonnie Jackson,tylerlara@knight-turner.com,+1-017-030-3795x3997,"526 Brown Lights
West Larry, AL 67623",West Cheyenne,Colorado,08610,Saint Pierre and Miquelon,1990-08-12,2022-10-07,2024-02-05,5,5420,Neutral,Text,Inactive,No,4878
3e3b35c5-fb79-4d45-82c4-a3a95e5b41fc,Randy Howard,nicholas81@morgan-parsons.com,(756)488-2148,"1710 Jerry Plain Suite 320
South Roberta, RI 03893",Carriemouth,California,16508,Tunisia,1980-08-18,2022-10-08,2024-03-27,71,6579,Very Dissatisfied,Email,Active,Yes,4953
9bdd7ee3-2f51-40df-8657-07f6a519c83c,Crystal James,erik18@robertson.com,949-951-7262,"976 Robertson Coves
Henrymouth, CT 62626",South Sherimouth,New York,68377,Bahamas,1948-06-11,2024-05-01,2023-09-30,24,6888,Very Dissatisfied,Email,Active,No,3795
4d6a88d7-af1e-4fd5-b892-02b12ba996ee,Brady Turner,olsenvictoria@ford-jordan.biz,(327)855-4524x24274,"PSC 0816, Box 4469
APO AP 25231",West Dillon,Arizona,65730,Belarus,1987-10-29,2023-11-30,2024-05-02,29,3366,Dissatisfied,Phone,Cancelled,No,2810
aec589c8-a9dd-46d8-851c-b7d080ed73c5,Kimberly Jones,harrisdanielle@morton.com,001-350-554-5389x84362,"51895 Jeffrey Mount
Dannychester, NE 27036",West Jayhaven,New Jersey,04220,Switzerland,1958-12-02,2020-02-28,2023-12-21,32,1916,Neutral,Phone,Cancelled,Yes,759
c3d40248-c94f-4478-9bcf-8d8d16674fbd,Courtney Fisher,kstephenson@mosley-day.com,(985)199-6656,"7192 Williams Lock Suite 513
Sandraborough, HI 51413",Debbieborough,Connecticut,39422,Sri Lanka,1967-08-22,2024-03-25,2024-07-22,78,3708,Neutral,Email,Active,Yes,1592
37827681-edf9-4c62-8171-14b435f4011d,James Murray,jennifermatthews@williams.com,796-886-0842,"07736 Smith Route
West Deanna, RI 07361",East Adrianberg,Florida,14390,Micronesia,1964-09-05,2023-03-22,2024-02-02,22,6764,Very Satisfied,Text,Inactive,Yes,852
48303531-916c-46d0-b001-a680bce8395b,Maria Thomas,evan46@yahoo.com,(278)734-5145x12940,"57527 Kenneth Parks Apt. 449
West Jessica, VT 96512",New Tamara,Alabama,76088,Romania,1981-07-05,2020-08-31,2023-11-23,38,8120,Very Satisfied,In-Person,Inactive,No,2540
97393d77-6e3a-4cea-95e4-cdaedb8251a9,Angela Fritz,brianpena@gmail.com,+1-415-948-2596x08416,"380 Conner Inlet Apt. 705
North Melinda, GA 91245",New Rebecca,Minnesota,17496,Rwanda,1952-05-03,2018-11-10,2024-03-15,80,296,Dissatisfied,Text,Inactive,Yes,4042
16ec33a0-0f49-4c1f-ae05-fd4ece015f44,Philip Brewer,scottjones@yahoo.com,839-556-4866x2286,"517 Erin Groves
South Brian, OK 87039",Susanfort,South Dakota,72202,Ukraine,1974-09-18,2020-09-22,2024-07-14,44,5438,Satisfied,Phone,Inactive,No,2500
60a110a3-d042-4981-a97e-6d1a65b1b04c,Holly Cervantes,ryoung@gmail.com,(658)903-6553x2699,"9094 Tiffany Overpass Apt. 840
Elizabethport, WY 93878",North Lindatown,Oregon,47757,Mozambique,1945-12-27,2021-02-23,2023-12-26,70,2002,Very Dissatisfied,Phone,Cancelled,No,4723
c2d69a70-6b2f-40cd-9f80-a7a1af8f205b,Martha Donaldson,jefftaylor@yahoo.com,+1-511-892-1778x75190,"90280 Garcia Key
East Saraville, KS 48459",Henryville,Maryland,78717,Solomon Islands,1981-04-13,2023-05-29,2023-09-07,39,1585,Satisfied,Email,Active,No,2225
78bb7e6f-e604-4c93-9943-acb99d247ce3,Kevin Winters,nsanders@hooper.com,661-702-8605x6535,"917 Jerry Tunnel Suite 210
Hardyside, TN 75348",Port Lydiaview,South Carolina,57382,United States Minor Outlying Islands,2003-08-17,2016-06-11,2024-02-14,79,3495,Very Dissatisfied,Email,Active,No,2005
4b6f1709-7755-4f6d-9014-05d1383d8e4b,Karen Lawrence,elizabethlong@cooper-garcia.com,280-173-4881x30569,"412 Gary Island Apt. 975
Port Christinabury, MS 12193",Laurachester,Delaware,01270,Puerto Rico,1974-09-27,2018-09-26,2023-08-28,7,5745,Neutral,In-Person,Cancelled,Yes,840
771e1efd-16d7-4d79-8161-37e8bc95ce5e,Michael Robinson,nancy29@gmail.com,943.718.7170,"1980 Michelle Manor Suite 070
Stevenchester, MI 95087",Sandovalburgh,Georgia,26863,South Georgia and the South Sandwich Islands,2001-08-03,2016-06-01,2024-02-07,54,2532,Satisfied,Text,Inactive,No,1379
a473130a-1bbe-4e2d-988b-aea835d40b2c,Christopher Brown,reidleslie@yahoo.com,+1-938-882-2490x0358,"893 Michael Overpass Apt. 720
Lake Megan, WY 05297",Nicholasfurt,Alabama,93622,Montserrat,1992-05-12,2015-11-19,2024-04-15,54,5253,Satisfied,Phone,Cancelled,Yes,1400
d6c194f2-7a32-48ce-b3ad-e06e378b2c5a,Leslie Winters,katie99@gmail.com,566.821.8772x96711,"7255 Baker Stream
Danielview, OR 30530",Roblesfurt,Michigan,52960,Zimbabwe,1982-02-04,2016-10-23,2024-06-03,55,8926,Very Dissatisfied,Phone,Inactive,Yes,446
fe566f03-c40a-47c2-a411-5dda830df3af,Carla Floyd DVM,estewart@hotmail.com,+1-457-793-5616x31210,"144 Crystal Orchard Apt. 292
Stevenfurt, CO 62805",Hutchinsonfort,Maryland,37884,Iceland,1996-05-21,2016-09-29,2023-11-20,3,424,Satisfied,In-Person,Active,Yes,408
e247d720-0e7b-4b8e-b91e-5de26a00b798,William Burns,pscott@hicks.org,(142)361-9746,"863 Watson Lock
South Donaldville, DE 93015",South Melinda,Louisiana,60598,Saint Martin,2001-02-22,2023-04-04,2024-02-19,30,5043,Very Dissatisfied,Phone,Active,No,567
82fbca43-f005-4f24-8bac-1bb77a05d1ff,Jason Calhoun,drodriguez@fields.net,216-005-9700x7650,"63024 Brown Parkway Apt. 424
Thomaschester, DE 26011",North Emilyfurt,North Carolina,63437,Malaysia,1999-03-20,2018-12-09,2023-07-28,43,2133,Neutral,Phone,Inactive,Yes,4569
13a1cf40-3a2b-4923-b0d2-7be36b4f0353,Johnathan Ray,bcunningham@hotmail.com,360-740-1167x6388,"347 Wood Row Apt. 488
Morganshire, MS 24621",Guerreroberg,Nebraska,62857,Norway,1958-01-13,2023-09-23,2024-01-21,1,6188,Very Dissatisfied,Email,Active,No,1486
323761f6-7cc9-4b64-a2c8-4c7bd23a38f5,Cynthia Jordan,ttucker@yahoo.com,(328)343-9928,"792 Timothy Spur Suite 354
Reginachester, OR 07205",West Taylorview,New Hampshire,55669,Guernsey,2003-06-29,2015-12-06,2024-05-12,54,7666,Very Satisfied,Email,Inactive,Yes,1805
1e173017-a593-4453-b5b3-98d94fc02b2b,Jessica Hernandez,christopher32@hotmail.com,001-831-695-8801x06164,"885 Wells Route
Nicholston, RI 40553",Nealshire,Maryland,94420,Montenegro,1970-07-23,2014-09-01,2024-02-12,22,2428,Very Satisfied,Email,Active,No,761
0e321eb6-ad99-4ca6-91d2-0f896e9288c7,Lindsey Fischer,harringtonjohn@gmail.com,702.132.1380,"3852 Jessica Junction
Rossbury, MT 86859",Lisabury,Wyoming,39697,Uzbekistan,1977-06-22,2020-09-27,2023-11-11,29,3523,Very Dissatisfied,Email,Cancelled,No,2217
c91616f0-2fd9-4594-9603-33ba25ce62e8,Thomas Arnold,jenniferpitts@hotmail.com,+1-985-605-0205,"68249 Burke Brooks Apt. 409
Floresfurt, IN 41025",Fletchershire,North Dakota,18565,Burundi,1977-09-11,2018-04-04,2024-01-19,8,4645,Very Dissatisfied,Text,Inactive,No,3607
ab6d203a-3cc6-4d84-87bf-36babc7fd129,Laurie Rodriguez DDS,jennymedina@gmail.com,+1-854-279-4188x95283,"5476 Rios Fields
Mitchellbury, SD 89561",New Tina,Kentucky,74322,Guinea,1967-01-24,2017-01-25,2024-06-09,47,773,Satisfied,In-Person,Cancelled,Yes,185
00b34d81-7b09-43e7-896b-94add2436bae,Melissa Crawford,mandydavis@yahoo.com,101.895.4501,"763 Matthews Ridge Apt. 098
North Whitney, LA 27999",Anthonytown,Alaska,76120,Saint Vincent and the Grenadines,1948-06-15,2016-09-02,2023-12-28,77,5852,Dissatisfied,In-Person,Cancelled,No,3051
39092831-fce5-4e6c-bcbb-cd70bdd6afd2,Daniel Jackson,robertbell@gmail.com,444-623-5574x78538,"5124 Joseph Tunnel Apt. 408
North Andrewborough, DC 60070",North Daisyberg,Florida,10087,Kenya,1992-01-25,2023-04-11,2023-11-10,41,8996,Neutral,In-Person,Cancelled,Yes,75
9b4b2801-771b-4ece-afdb-67f390fb376f,Miguel Vance,kylehartman@hotmail.com,078.359.5405,"PSC 4440, Box 2371
APO AP 26407",North Angela,Indiana,28902,Saint Barthelemy,1989-03-09,2018-10-30,2024-06-28,32,1149,Satisfied,Phone,Cancelled,No,4555
dfdea32c-d4d6-47e7-844d-37d5c5787458,Ms. Rebecca Walsh,emedina@gmail.com,761-479-0578x6351,"Unit 9696 Box 1552
DPO AP 24140",New Cynthiabury,Michigan,06335,New Zealand,1994-02-25,2019-09-24,2023-09-21,44,6341,Neutral,Email,Inactive,Yes,3652
2c0573a6-5f39-4ff1-8207-eded92801508,Carlos Jackson,trosales@gmail.com,967-375-4944x0609,"2799 Rick Crossroad Apt. 494
Gaymouth, MI 16994",Shannonberg,Nevada,56242,Australia,1951-06-10,2023-02-13,2024-02-11,11,2873,Dissatisfied,Email,Inactive,No,2640
569af1d3-c701-4ab1-9e10-d633bea4316a,Joshua Short,kmiranda@mcdonald-flores.com,5979178457,"8707 Butler Mountains Suite 720
Lake Eric, TN 87047",Mitchellborough,Oklahoma,65811,Jersey,1950-11-01,2021-10-22,2023-08-29,20,7692,Very Dissatisfied,Phone,Cancelled,No,2342
27dac176-fd4c-49b9-a4eb-cf8a1f4558f3,Raymond Cole,monroekristine@yahoo.com,+1-327-094-7228x325,"772 Harrell Creek Apt. 699
Port Ashleyton, MS 39622",South Kennethton,Virginia,50357,Guinea-Bissau,1959-12-01,2018-02-20,2024-03-15,70,3824,Very Satisfied,In-Person,Inactive,No,4285
14b91c0a-208f-4485-a1ee-5f8545769e46,Jason Peters,blairjoseph@aguilar-nichols.net,(646)754-4037,"8981 Ray Burg Suite 078
Port Justin, RI 89569",Shannonborough,Mississippi,92503,Ireland,1988-04-08,2020-07-02,2024-04-10,50,3437,Very Satisfied,Phone,Inactive,No,2589
79498598-17a9-4a30-8a27-e4a7fb04095e,Joseph Swanson,fgarcia@gmail.com,953-794-9096x987,"886 Jennifer Trace Suite 502
Jasonport, OK 75952",South Lisaland,Massachusetts,02570,Faroe Islands,1975-02-07,2017-07-21,2023-11-18,36,703,Very Satisfied,Phone,Cancelled,Yes,3750
e1b00635-6554-4859-8f17-62b4cce4656e,Daniel Crane,juan91@howard-espinoza.info,001-843-825-4303x103,"94522 Marquez Falls
Port Mallory, NH 17948",Lake Elizabeth,Wyoming,39997,Afghanistan,1957-01-24,2019-01-19,2023-09-20,17,9314,Dissatisfied,Email,Inactive,No,3875
f7df307b-0266-4369-9317-31bbb978e59c,Bobby Miller,tonyabass@yahoo.com,001-338-302-4570,"Unit 9567 Box 6754
DPO AP 98676",South Jenniferfurt,Texas,13199,Norway,1944-03-17,2017-03-26,2024-03-11,62,7691,Very Satisfied,Phone,Active,Yes,4121
ce2e9b3e-01e2-4597-b592-9711cfd10aeb,Courtney Gay,raymondsnyder@villanueva.org,+1-399-732-8790x207,"0524 Moss Spur
Lake Sandraburgh, CA 99116",Graychester,Delaware,49665,Western Sahara,1969-03-27,2016-06-05,2023-09-14,86,7018,Very Dissatisfied,Phone,Active,No,3155
9a86403c-f0d8-4ba4-aa1f-d864fd30819b,Andrew Bryant,bruceperez@gmail.com,(091)529-9354x50641,"0069 Robert Creek Apt. 966
Port Donaldton, NE 65130",Lake Sarahside,South Dakota,06181,Norway,1994-11-22,2022-12-28,2023-11-24,23,5624,Dissatisfied,In-Person,Active,No,399
f3fea75c-7eb3-478b-b588-714e620d8b6a,Ashley Knight,whiteheadronnie@gmail.com,980.578.0361x653,"891 Joseph Port Apt. 037
Wilkinschester, IL 03286",Alexandrafurt,Alabama,43266,South Africa,1996-12-21,2015-04-08,2023-10-11,4,8476,Dissatisfied,Phone,Inactive,No,2675
0fd652c5-64f3-4fee-b516-b9cf82ba9221,Marco Cabrera,ycraig@yahoo.com,+1-796-022-1319,"089 Tina Landing Suite 248
Robinsonfurt, DE 38591",North Marymouth,Nevada,29999,Anguilla,1948-03-24,2015-12-25,2024-04-01,92,7268,Dissatisfied,In-Person,Cancelled,Yes,282
8115f098-3c66-4b99-8fc7-7ab35a2cf176,Roberto Moreno,vbaker@gmail.com,001-945-220-1398x7194,"754 Kelsey Island
South Kennethtown, WA 15371",Johntown,Nevada,68794,Congo,1979-09-22,2019-03-07,2023-12-24,61,8634,Dissatisfied,In-Person,Cancelled,No,2690
5964b8b8-3e6f-4f87-9a91-d99218bb5300,Dr. Colleen Webb,troy55@mccoy.com,(033)357-4526x435,"233 Stewart Radial Apt. 034
North Grace, AR 81678",New Sarahmouth,South Carolina,11313,Myanmar,1969-06-06,2021-06-17,2023-11-05,48,6006,Dissatisfied,Phone,Inactive,Yes,905
8a496acb-9119-43ef-8891-0b8b4d38e6fc,Tanya Meyer,donna29@gmail.com,961-668-9420,"43955 Watson River Apt. 774
Port Mercedes, SC 29894",Valentinechester,Maryland,10719,Suriname,1967-11-28,2016-10-26,2024-01-05,37,9089,Neutral,Email,Active,Yes,3330
23d20151-6bde-4ddd-a4fe-029771dfec40,Andrew Fields,wcastro@peck-henry.com,848-309-7202x769,"536 Keith Unions
Wufort, DE 78146",Lake Claudia,Vermont,73561,Equatorial Guinea,1958-07-27,2021-03-31,2023-12-21,88,5740,Satisfied,Phone,Cancelled,Yes,4821
4cd91199-289b-4e90-b4a6-6f02d8bf2391,Kelly Gonzalez,kramsey@yahoo.com,(811)130-2265x3041,"USS Glover
FPO AA 59971",Halefurt,Missouri,64037,Namibia,1969-08-09,2023-01-13,2023-10-22,37,1675,Satisfied,Phone,Inactive,No,4453
12d4d656-6304-478d-b5cf-8eb6f6b4d26c,Paul Howell,jessica84@hotmail.com,001-449-662-0327x354,"57349 Gray Drive
North Timfort, NY 57937",West Robert,California,28732,Senegal,1989-06-30,2021-05-04,2024-07-11,80,3752,Satisfied,Phone,Active,Yes,3848
c2625893-dd3f-4225-8b70-79c19a6fe660,Derek Torres,meltonbenjamin@gmail.com,(234)467-4854,"6076 Johnson Shoals Apt. 448
Charlesside, AR 74851",North Matthewton,North Dakota,15044,Latvia,1972-05-15,2016-05-17,2024-02-24,2,9827,Very Satisfied,Email,Active,Yes,34
54fec1db-e5be-43b6-89df-785cc3dc3273,Michele Williams,rhenderson@gmail.com,388-737-0115x28474,"2173 Jackson Brooks
Port Troyberg, TX 91243",Cunninghamfurt,North Carolina,38634,Palestinian Territory,1958-12-15,2017-03-01,2023-08-12,13,2111,Neutral,Email,Active,No,1693
ba66e415-7378-4872-9bb0-f8eb52df2518,Leah Farrell,yjones@hotmail.com,(941)473-7211,"043 Samantha Path
South Teresafurt, MN 21549",Adamburgh,Texas,70751,Romania,2005-07-08,2015-04-12,2023-09-09,12,8369,Neutral,In-Person,Cancelled,No,2871
cb4b19ac-f3a9-4b99-b994-83ed5a82ec9a,Tamara Thomas,wolfedonna@gmail.com,(290)234-8494,"33930 Oneill Road
Matthewburgh, AZ 13060",West Craigfurt,Georgia,18761,Bulgaria,1994-04-21,2019-07-07,2024-07-17,59,2978,Neutral,Email,Cancelled,No,4221
eac37ba6-5117-4e7d-8535-49e4d47adbad,Brenda Schmidt,crystal83@martinez-thomas.com,937.170.2093x658,"28948 Jared Mills Apt. 922
Warrenland, MN 92321",Jonathanland,Ohio,44635,Sweden,1983-06-01,2022-08-24,2023-11-22,18,556,Very Satisfied,Text,Active,Yes,1665
9757784a-bb53-4c33-8126-e0514c879c8e,Jonathan Lambert,sara89@hotmail.com,+1-778-875-1859x250,"USNS Thompson
FPO AA 84320",Baileychester,Indiana,57551,Namibia,1971-03-06,2017-05-27,2024-05-23,13,5221,Very Satisfied,Phone,Cancelled,No,410
9dd03472-1b05-4404-8652-a7ca63df3115,Cory Wang,melissa04@ballard-grant.com,+1-074-505-7017,"711 Alexander Station Suite 969
Samanthafort, KS 66515",South Christinaburgh,Oregon,01634,Russian Federation,1957-06-29,2021-07-17,2024-04-09,25,2951,Satisfied,Phone,Inactive,Yes,2598
450d83e6-467c-4adf-b71f-52224737d54a,Arthur Williams,walkerdaniel@white-yates.com,(793)955-3054x168,"728 Johnny Pine Apt. 827
Port Aaron, ND 10312",Port Travis,Kentucky,73680,Vietnam,1946-01-15,2022-08-23,2023-10-06,50,3613,Neutral,Phone,Active,No,1139
c7e56803-9abe-44af-88a2-993400febf3d,Heidi Campbell,bdavis@yahoo.com,513.502.8862,"83061 Lewis Union Apt. 286
North Rachelmouth, RI 09701",Moodychester,Ohio,41608,Uruguay,1982-07-30,2017-10-07,2024-05-05,18,3429,Dissatisfied,Phone,Cancelled,Yes,467
8f9a68ef-86cf-49ff-aca3-07da7992bf77,Frank Miller,audrey36@snow.com,(400)011-7804x857,"66179 James Burgs
Powersville, VA 48448",Denisemouth,North Dakota,32294,Belgium,2005-05-22,2023-03-13,2023-11-13,16,2931,Very Dissatisfied,In-Person,Cancelled,No,4743
af063e55-f059-464e-93b8-730e2240ec79,Matthew Lowe,ahamilton@anderson.com,+1-900-095-2725x0889,"915 Whitney Isle Suite 422
West Phillipburgh, CT 49006",Lake Karenbury,New Jersey,65952,Venezuela,1961-04-02,2016-06-08,2023-11-24,11,5078,Very Satisfied,In-Person,Inactive,No,79
6227d2ec-e5cc-43ea-b1ab-b249d3ba99c6,Matthew Jones,cody12@patterson.info,374-542-9858x456,"PSC 1396, Box 1854
APO AA 02653",Martinezville,Missouri,76102,Guatemala,1955-05-27,2022-01-11,2024-03-04,47,5721,Neutral,In-Person,Cancelled,No,548
c870da7f-b2e1-4aac-8ab7-5dba346afa5b,Logan Wilson,haynesmatthew@whitaker.com,4099766533,"09996 Griffin Track Suite 921
Dianeborough, WI 73656",Jasontown,Virginia,46312,Sao Tome and Principe,1981-11-01,2019-04-27,2023-08-25,6,7717,Satisfied,Text,Cancelled,No,3729
66fcad0e-6351-4894-bd30-6ed610685a77,Dr. Robert Bush,albert37@gmail.com,633-500-9089x39546,"540 Nolan Circles
Justinfort, SD 57757",West Andrew,Alaska,34252,Cook Islands,1989-03-12,2016-08-12,2023-09-04,45,9745,Neutral,Phone,Active,Yes,1399
47525681-12ee-41f8-9442-5eabf64cff8c,Melanie Haas,lozanostephanie@gmail.com,001-989-979-6750,"7231 Wilson Shoals
North Rebecca, WV 11401",South Jennifermouth,Florida,69512,Poland,1993-04-29,2019-09-03,2024-02-08,95,2468,Satisfied,Text,Inactive,Yes,4623
40150c66-9f84-4139-a04c-9022414f0c03,Melanie Howell,jacquelinetate@hotmail.com,001-373-055-9049x73896,"291 Good Path Suite 639
Lake Desireechester, CA 56575",West Benjamin,Pennsylvania,74267,Senegal,1984-12-29,2021-10-27,2023-12-15,88,6436,Very Dissatisfied,Text,Cancelled,No,3498
22867074-3374-4c74-a6fd-f7bf17e54981,Alyssa Thomas,brittneyerickson@gmail.com,(242)366-1942x1633,"Unit 7354 Box 7241
DPO AP 41579",Cookbury,Missouri,09810,Ukraine,1987-11-03,2017-10-24,2024-03-22,84,7168,Very Dissatisfied,Email,Inactive,No,3570
5b9fccc4-04ac-4d5b-b0a6-426391393dce,Jeffery Daniels,anthonybass@clayton.com,(910)379-0756x686,"3504 Davis Land
Mooreview, RI 17346",Williamside,Michigan,70201,Mali,1975-07-05,2024-07-08,2024-04-17,36,8613,Very Satisfied,In-Person,Active,Yes,2475
